	keyword	Position	volume	difficulty	CPC	Competition	Backlinks	Domains	length_title	length_description	length_headline	Size	word_count	text_ratio	Inlinks	Outlinks	external_outlinks	url_score	url_trust	avg_backlink_score	avg_backlink_trust	competitor	type
3122	o que sla	76	50	59.2	0.0	0.01	0.0	0.0	24.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3123	cliente significado	77	880	85.61	0.0	0.0	1.0	1.0	41.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3124	conta no	58	720	76.72	1.89	0.15	2.0	1.0	18.0	0.0	13.0	52151.0	1145.0	14.816589000000002	500.0	35.0	0.0	2.0	3.0	60.72137742892103	62.16415285889706	zendesk	second_page
3125	novo chat facebook	25	20	79.39	0.0	0.18	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3126	prezo presentation	49	70	63.43	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3127	skyscsnner	12	30	82.74	0.0	0.0	1.0	1.0	43.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3128	chat de conversa	72	260	85.71	1.01	0.84	1.0	1.0	71.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3129	bem vindo ao faceebook	69	90	86.76	0.0	0.0	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3130	e fornecedores	60	5400	66.18	0.03	0.01	0.0	0.0	34.0	0.0	29.0	33139.0	461.0	9.755877	16.0	92.0	27.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3131	weail	92	50	83.8	0.0	0.01	0.0	0.0	57.0	202.0	27.0	26278.0	427.0	10.274755	342.0	6.0	7.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3132	chat online web portugues	80	90	67.2	0.0	0.32	4.0	3.0	49.0	202.0	19.0	39870.0	823.0	13.549033999999999	353.0	96.0	29.0	27.0	29.0	85.0	86.0	zendesk	second_page
3133	gropupon	47	320	90.55	0.26	0.11	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3134	programa para enviar mensagens no facebook	23	20	69.79	3.78	0.33	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3135	demo demo	13	90	59.99	0.0	0.01	2.0	2.0	90.0	173.0	0.0	38636.0	569.0	10.187389	386.0	82.0	32.0	14.0	16.0	85.0	86.0	zendesk	second_page
3136	trivago api	43	70	61.43	1.43	0.16	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3137	chat relacionamentos	79	30	70.11	1.4	0.91	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3138	temporeal	76	2900	68.34	1.04	0.0	4.0	3.0	49.0	202.0	19.0	39870.0	823.0	13.549033999999999	353.0	96.0	29.0	27.0	29.0	85.0	86.0	zendesk	second_page
3139	criar chat online para site	92	20	67.09	8.04	0.94	4.0	3.0	49.0	202.0	19.0	39870.0	823.0	13.549033999999999	353.0	96.0	29.0	27.0	29.0	85.0	86.0	zendesk	second_page
3140	call center o que e	100	30	66.49	0.03	0.17	1.0	1.0	29.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3141	entrar no zoosk	19	260	80.25	0.13	0.22	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3142	criação do telefone	97	110	87.69	0.0	0.0	1.0	1.0	39.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3143	www sonymusic	30	70	53.93	0.0	0.23	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3144	goupon	34	4400	89.68	0.13	0.12	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3145	application softare	89	90	51.57	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3146	mercado de aplicativos	23	170	69.31	4.79	0.23	0.0	0.0	46.0	153.0	19.0	88303.0	2357.0	17.487514	361.0	162.0	46.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3147	selfserviceportal	12	70	36.09	35.88	0.57	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3148	chat brasil gratis	33	30	61.94	1.1	0.62	4.0	3.0	49.0	202.0	19.0	39870.0	823.0	13.549033999999999	353.0	96.0	29.0	27.0	29.0	85.0	86.0	zendesk	second_page
3149	video chat em portugues	76	70	69.79	2.18	0.24	4.0	3.0	49.0	202.0	19.0	39870.0	823.0	13.549033999999999	353.0	96.0	29.0	27.0	29.0	85.0	86.0	zendesk	second_page
3151	perguntas entrevista	96	320	77.4	0.0	0.01	0.0	0.0	0.0	0.0	0.0	8905.0	0.0	0.0	138.0	0.0	0.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3152	aplicativo mensagem facebook	49	170	92.99	0.03	0.14	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3153	pesquisar aplicativos	42	110	90.72	0.58	0.71	0.0	0.0	46.0	153.0	19.0	88303.0	2357.0	17.487514	361.0	162.0	46.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3154	grouponb	42	30	89.64	0.26	0.12	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3155	bem vindo ao face boock	61	40	86.49	0.0	0.02	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3156	self	83	33100	63.07	0.19	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3157	suporte brasil	93	30	77.3	0.0	0.0	2.0	2.0	34.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	5.0	6.0	85.0	86.0	zendesk	second_page
3158	como sair do email	86	720	93.08	1.53	0.06	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3159	mensagens no face	87	50	92.37	0.03	0.09	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3160	magento em portugues	47	70	53.31	0.0	0.64	0.0	0.0	27.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3162	groupon contato	40	210	80.94	0.42	0.15	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3163	ferramenta de chat online	25	70	51.98	13.52	0.99	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3164	número nextel atendimento cliente	97	140	72.23	4.49	0.08	2.0	2.0	34.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	5.0	6.0	85.0	86.0	zendesk	second_page
3165	skyscanner com br	30	590	71.17	2.57	0.14	1.0	1.0	43.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3166	groupen	27	40	90.0	0.45	0.13	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3167	widget para site	47	90	77.11	2.54	0.08	0.0	0.0	35.0	0.0	11.0	49344.0	1241.0	16.518726	350.0	88.0	36.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3168	bem vindo aoo facebook	67	30	91.15	0.0	0.0	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3169	it support software	20	90	55.86	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3170	it support software	25	90	55.86	0.0	0.0	1.0	1.0	27.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3171	bate papo free	98	70	79.88	0.87	0.9	4.0	3.0	49.0	202.0	19.0	39870.0	823.0	13.549033999999999	353.0	96.0	29.0	27.0	29.0	85.0	86.0	zendesk	second_page
3172	99deisgns	29	90	67.81	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3173	criar um portal	21	30	71.41	2.11	0.87	1.0	1.0	61.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3174	zendesk multi language	16	70	72.9	0.0	0.29	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3175	gropum	34	110	84.21	0.03	0.12	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3176	trivavo	17	210	74.71	0.22	0.2	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3177	via tickets	31	260	47.25	3.61	0.0	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3178	credit suisse press release	40	90	50.98	0.0	0.0	0.0	0.0	88.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3179	the message facebook	97	70	80.79	0.0	0.0	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3180	online html form builder	51	90	38.04	0.0	0.5	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3181	preço em conta	72	70	85.09	0.0	0.13	1.0	1.0	59.0	205.0	72.0	90030.0	2371.0	17.499723	191.0	137.0	29.0	17.0	18.0	85.0	86.0	zendesk	second_page
3182	o que outlook	71	50	80.02	0.0	0.01	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3183	mensagens de ajuda	44	480	81.98	0.74	0.08	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3184	portgues	100	480	89.96	0.03	0.02	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3185	emaul	92	480	83.54	0.61	0.06	0.0	0.0	57.0	202.0	27.0	26278.0	427.0	10.274755	342.0	6.0	7.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3186	atendimento telefone claro	98	70	79.98	1.07	0.35	0.0	0.0	70.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3187	eimal	96	40	82.65	0.0	0.07	0.0	0.0	57.0	202.0	27.0	26278.0	427.0	10.274755	342.0	6.0	7.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3188	predictive dialer cost	47	90	23.17	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3189	o que e atendimento ao cliente	34	50	70.74	0.16	0.4	1.0	1.0	41.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3190	novo auto atendimento	84	70	79.43	0.0	0.03	1.0	1.0	48.0	133.0	31.0	49735.0	1094.0	14.279682999999999	174.0	101.0	28.0	14.0	16.0	85.0	86.0	zendesk	second_page
3191	outlook o que é	75	140	84.19	0.0	0.01	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3192	riot games founders	82	90	59.74	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
